Name,RUID,Gender,GPA,Permit,Car Manufacturer,License Plate,Credits
Owen Lewis,161001956,Male,2.21,Busch,Audi,1XJEST,10
Owen Manning,161001969,Male,2.41,College Avenue,Ford,M7CGC2,10
Owen Marshall,161001973,Male,2,Cook,Mazda,9FQ6PA,10
Owen Mills,161002001,Male,2.41,Douglass,Honda,U5WQUE,10
Owen Murray,161002030,Male,2.49,Douglass,Honda,CY6SKF,10
Owen Ross,161002049,Male,2.11,Livingston,Ford,R29U4C,10
Owen Short,161002051,Male,2.01,Cook,Toyota,GK17VW,10
Owen Vaughan,161002059,Male,2.41,Cook,Jeep,35AX2G,10
Owen Wallace,161002079,Male,2.45,College Avenue,Hyundai,6MWLS5,10
Paul Allan,161002084,Male,2.36,College Avenue,Ford,3LLOY4,10
Paul Alsop,161002090,Male,2.09,Busch,Ford,Z366O2,10
Paul Coleman,161002109,Male,2.15,Busch,Subaru,UR2Q6E,10
Paul Grant,161002115,Male,2.4,College Avenue,Mazda,QXXJ7V,10
Paul North,161002116,Male,2.34,Douglass,Volvo,HFBW1H,10
Paul Peake,161002121,Male,2.14,Busch,Chevrolet,ENXE3H,10
Paul Ross,161002127,Male,2.27,Busch,Ford,75NWIH,10
Paul Walker,161002136,Male,2.43,Busch,Ford,T3RH8F,10
Penelope Anderson,161002140,Female,2.33,Busch,Subaru,57KUYW,10
Penelope Avery,161002162,Female,2.27,Livingston,Toyota,FOSGH4,10
Penelope Dyer,161002182,Female,2.29,Busch,Ford,Q9GNUZ,10
Penelope Hudson,161002225,Female,2.19,Livingston,Chevrolet,QKD79U,10
Penelope Johnston,161002230,Female,2.29,Douglass,Jeep,789R5O,10
Penelope Lyman,161002274,Female,2.11,Busch,Toyota,8AMCU1,10
Penelope Martin,161002303,Female,2.3,Douglass,Ford,T401HU,10
Penelope Paterson,161002312,Female,2.21,Busch,Toyota,KE2T86,10
Penelope Thomson,161002315,Female,2.33,Livingston,Chevrolet,G68N32,10
Peter Bailey,161002322,Male,2.46,Livingston,Jeep,P22RRK,10
Peter Carr,161002337,Male,2.39,Livingston,Ford,UIVJY6,10
Peter Davies,161002343,Male,2.35,Busch,Honda,V4RWP9,10
Peter Graham,161002346,Male,2.3,Douglass,Volvo,MMMIFM,10
Peter Johnston,161002347,Male,2.12,Cook,Ford,KIFFIG,10
Peter Mackay,161002351,Male,2.43,Busch,Honda,23KZQQ,10
Peter Martin,161002365,Male,2.13,Livingston,Honda,78ZAIF,10
Peter Mills,161002412,Male,2.31,Busch,Toyota,SSCD0F,10
Peter Morrison,161002426,Male,2.25,Busch,Ford,QOIWQO,10
Peter Powell,161002438,Male,2.32,Livingston,Toyota,RIINLR,10
Peter Sanderson,161002460,Male,2.01,Busch,Honda,IT6X8U,10
Peter Turner,161002468,Male,2.25,Busch,Mazda,NONWVC,10
Peter Wilkins,161002478,Male,2.21,Busch,Audi,N9OJ56,10
Peter Wilson,161002488,Male,2.14,Busch,Hyundai,8CFNY7,10
Phil Avery,161002510,Male,2.3,Cook,Mazda,MSJVOZ,10
Phil Bailey,161002529,Male,2.38,Busch,Chevrolet,WACOV0,10
Phil Buckland,161002539,Male,2.2,Busch,Subaru,7MAHWK,10
Phil Cornish,161002541,Male,2.44,Livingston,Hyundai,XLSLQF,10
Phil Dickens,161002550,Male,2.17,College Avenue,Toyota,D0FDCD,10
Phil Graham,161002565,Male,2,Busch,Subaru,GG6TZ4,10
Phil King,161002566,Male,2.34,Busch,Ford,ODFG3E,10
Phil Lewis,161002570,Male,2.06,Livingston,Ford,WW3BAN,10
Phil MacLeod,161002591,Male,2.05,Busch,Subaru,1KCV4S,10
Phil Manning,161002638,Male,2.02,Livingston,Mercedes,J8WV4Y,10
Phil May,161002668,Male,2.27,Douglass,Ford,D3YJNX,10
Phil McGrath,161002670,Male,2.39,Busch,Chevrolet,JLSMBC,10
Phil Mitchell,161002683,Male,2.04,Busch,Ford,8B6LQQ,10
Phil Nash,161002702,Male,2.23,College Avenue,Ford,F8N4XG,10
Phil Nolan,161002708,Male,2.13,Cook,Honda,I5EPNR,10
Phil North,161002710,Male,2.29,Livingston,Mercedes,4PEOFV,10
Phil Stewart,161002711,Male,2.25,College Avenue,Ford,XEFQ2K,10
Phil Vance,161002737,Male,2.34,Cook,Subaru,2VQB9F,10
Phil Watson,161002738,Male,2.42,Busch,BMW,YFDOX8,10
Piers Clark,161002743,Male,2.11,Busch,Jeep,KB4DGQ,10
Piers Edmunds,161002746,Male,2.48,Livingston,Hyundai,E4VRV4,10
Piers Ellison,161002749,Male,2.11,Livingston,Subaru,8DRDMJ,10
Piers Mackay,161002753,Male,2.45,Busch,BMW,P7APME,10
Piers Mathis,161002755,Male,2.17,Busch,Toyota,5BH45L,10
Piers May,161002756,Male,2.16,Cook,Honda,04139R,10
Piers Nolan,161002775,Male,2.09,Livingston,Audi,R10ATT,10
Piers Paige,161002776,Male,2.02,Busch,Jeep,O8GDAY,10
Piers Piper,161002782,Male,2.47,Livingston,Ford,HX8T7T,10
Piers Rampling,161002789,Male,2.1,Busch,Mazda,SWQ8LV,10
Piers Simpson,161002805,Male,2.23,Busch,Jeep,ULJRJ7,10
Piers Wright,161002808,Male,2.04,College Avenue,Audi,COHGUL,10
Pippa Anderson,161002819,Female,2.38,Douglass,Lamborghini,DI5K3Q,10
Pippa Dyer,161002823,Female,2.21,Douglass,Hyundai,L6C3LT,10
Pippa Edmunds,161002825,Female,2.13,Busch,Honda,J0FKN1,10
Pippa James,161002836,Female,2.4,Busch,Toyota,CGWSSN,10
Pippa Kelly,161002878,Female,2.35,Busch,Ford,N4B39J,10
Pippa May,161002879,Female,2.27,Livingston,Honda,FHCA22,10
Pippa Metcalfe,161002882,Female,2.46,Busch,Ford,DP8RIT,10
Pippa Miller,161002883,Female,2.49,Cook,Ford,RGOPVC,10
Pippa Nash,161002886,Female,2.43,Busch,Chevrolet,1KKI0G,10
Pippa Paterson,161002900,Female,2.31,Cook,Ford,N6HB10,10
Pippa Peters,161002905,Female,2.38,Busch,BMW,44N9Q1,10
Pippa Thomson,161002925,Female,2.07,Livingston,Volvo,NS72HX,10
Rachel Alsop,161002927,Female,2.41,Busch,Hyundai,P3A091,10
Rachel Cameron,161002930,Female,2.31,Livingston,Toyota,53CDRT,10
Rachel Hamilton,161002931,Female,2.37,Livingston,Hyundai,0V16DT,10
Rachel Ince,161002945,Female,2.22,Livingston,Hyundai,ESD54R,10
Rachel Jackson,161002946,Female,2.08,Livingston,Honda,77XISK,10
Rachel Lee,161002948,Female,2.23,Busch,Ford,DAJ51D,10
Rachel Lyman,161002952,Female,2.12,Busch,Hyundai,B8GCGI,10
Rachel Miller,161002965,Female,2.46,Busch,Mazda,OHY9AL,10
Rachel Murray,161002985,Female,2.04,Busch,Audi,QL1UGI,10
Rachel Rampling,161002995,Female,2.46,Livingston,Chevrolet,BLZSQN,10
Rachel Randall,161003030,Female,2.17,Douglass,Subaru,S4NXL3,10
Rachel Thomson,161003048,Female,2.41,Busch,Chevrolet,IE8A1G,10
Rebecca Alsop,161003064,Female,2.09,Douglass,Toyota,PON4EC,10
Rebecca Fraser,161003070,Female,2.39,Busch,Mercedes,58AM4B,10
Rebecca Hart,161003088,Female,2.11,Livingston,Honda,T5BC1L,10
Rebecca Hodges,161003098,Female,2.05,Busch,Toyota,7NGAW6,10
Rebecca Lambert,161003102,Female,2.07,Busch,Subaru,Y94J6Y,10
Rebecca Lawrence,161003103,Female,2.48,Cook,Mercedes,CF2SVR,10
Rebecca Mackenzie,161003108,Female,2.03,Livingston,Toyota,66UBB7,10
Rebecca Martin,161003125,Female,2.22,Livingston,Mazda,U2PSAS,10
Rebecca Murray,161003128,Female,2.03,Livingston,Mercedes,2LS7NT,10
Rebecca Nash,161003133,Female,2.04,College Avenue,Hyundai,BCCKF9,10
Rebecca Randall,161003138,Female,2.45,Cook,Hyundai,8DKMS1,10
Rebecca Roberts,161003139,Female,2.13,Busch,Ford,YSG7A6,10
Rebecca Thomson,161003155,Female,2.34,College Avenue,Chevrolet,AHZFQ7,10
Rebecca Wallace,161003160,Female,2.41,Livingston,Jeep,C6E362,10
Richard Arnold,161003183,Male,2.07,Cook,Ford,9UU91F,10
Richard Berry,161003191,Male,2.18,Busch,Hyundai,3BBI2V,10
Richard Ellison,161003211,Male,2.26,College Avenue,Jeep,Z3BAOW,10
Richard Hill,161003222,Male,2.11,Cook,Ford,19QLNJ,10
Richard Lawrence,161003230,Male,2.37,College Avenue,Honda,JS68L1,10
Richard McDonald,161003244,Male,2.07,Busch,Toyota,BGUL5Z,10
Richard Newman,161003256,Male,2.13,Livingston,Ford,IUKHU6,10
Richard Parsons,162001265,Male,2.5,Busch,Honda,9NU6QI,10
Richard Peters,162001268,Male,2.49,Douglass,Subaru,OLYOP4,10
Richard Vance,162001272,Male,2.18,Douglass,Ford,U1TLZI,10
Richard Wright,162001285,Male,2.22,Busch,Audi,RF8IF9,10
Robert Butler,162001295,Male,2.22,Busch,Toyota,TF7X6K,10
Robert Grant,162001312,Male,2.37,Busch,Chevrolet,DDDTFM,10
Robert Howard,162001317,Male,2.27,Busch,Toyota,3J226V,10
Robert Lawrence,162001325,Male,2.21,Livingston,Subaru,T805AM,10
Robert McLean,162001335,Male,2.01,Busch,Honda,WY7BAF,10
Robert Murray,162001342,Male,2.44,Busch,Hyundai,FF9XS8,10
Robert Peters,162001343,Male,2.2,Busch,Subaru,PZ8UGZ,10
Robert Pullman,162001348,Male,2.2,Douglass,Mazda,0C6A5M,10
Robert Reid,162001355,Male,2.29,Busch,Ford,K5ZND0,10
Rose Berry,162001360,Female,2.43,College Avenue,Ford,PSPVAQ,10
Rose Graham,162001380,Female,2.34,Douglass,Toyota,7KUY2P,10
Rose Grant,162001386,Female,2.22,Douglass,Chevrolet,0457KJ,10
Rose Jones,162001392,Female,2.43,Douglass,Honda,38YMN2,10
Rose Kerr,162001394,Female,2.41,Busch,BMW,DE94VW,10
Rose Lambert,162001400,Female,2.08,Busch,Chevrolet,XQMFL9,10
Rose Lyman,162001402,Female,2.07,Busch,Hyundai,C5DKGB,10
Rose North,162001405,Female,2.4,Busch,Jeep,SROF2R,10
Rose Ogden,162001412,Female,2.5,College Avenue,Toyota,41DR16,10
Rose Simpson,162001414,Female,2.44,Busch,Volvo,UZJ10I,10
Rose Tucker,162001420,Female,2.01,Douglass,BMW,CNCAAB,10
Rose Welch,162001435,Female,2.15,Busch,Subaru,S7176O,10
Ruth Abraham,162001441,Female,2.46,Busch,Ford,26YR03,10
Ruth Gill,162001447,Female,2.14,Busch,Hyundai,840VJU,10
Ruth Hardacre,162001450,Female,2.44,Busch,Ford,GFZMY1,10
Ruth Jones,162001453,Female,2.32,Busch,Ford,Y5OLZ8,10
Ruth May,162001458,Female,2.33,Busch,Honda,JBF2WK,10
Ruth Pullman,162001459,Female,2.1,Livingston,Toyota,4RVV8L,10
Ruth Ross,162001460,Female,2.22,College Avenue,Chevrolet,SBOD1Z,10
Ruth Slater,162001472,Female,2.21,Livingston,Chevrolet,8JGDA6,10
Ryan Abraham,162001479,Male,2.24,Busch,Honda,QFIFXG,10
Ryan Bond,162001482,Male,2.15,Busch,Hyundai,4H88MV,10
Ryan Brown,162001490,Male,2.39,Cook,Audi,Q0XTVX,10
Ryan Cameron,162001509,Male,2.3,Busch,Audi,RLJ3OU,10
Ryan Carr,162001512,Male,2.01,Cook,Toyota,HHMCU0,10
Ryan Graham,162001526,Male,2.2,Busch,Mercedes,ZJJ6DD,10
Ryan Gray,162001563,Male,2.24,Busch,Ford,8MOW6Q,10
Ryan Hamilton,162001604,Male,2.35,Busch,Hyundai,KWVZZ7,10
Ryan Lambert,162001607,Male,2.47,Cook,Honda,R5R6BZ,10
Ryan MacDonald,162001641,Male,2.25,Livingston,Mazda,DC63HR,10
Ryan McDonald,162001647,Male,2.49,Busch,Toyota,R8Q66S,10
Ryan Mills,162001651,Male,2.09,Busch,Toyota,A74H7P,10
Ryan Powell,162001657,Male,2.49,Busch,Chevrolet,F8AUN6,10
Ryan Rees,162001660,Male,2.16,Douglass,Jeep,COQY7U,10
Ryan Sharp,162001665,Male,2.33,Livingston,Ford,YJVEK3,10
Sally Berry,162001681,Female,2.04,College Avenue,Honda,A56A3F,10
Sally Cornish,162001690,Female,2.01,Cook,Volvo,2AMLB7,10
Sally Forsyth,162001699,Female,2.19,Livingston,Hyundai,A1QJBP,10
Sally Harris,162001702,Female,2.09,Busch,Subaru,PJ2HCL,10
Sally Lambert,162001707,Female,2.32,Busch,Honda,OJT4FG,10
Sally Langdon,162001723,Female,2.38,Busch,Toyota,5XG21T,10
Sally Lyman,162001755,Female,2.23,Douglass,Mazda,24S7LF,10
Sally MacLeod,162001760,Female,2.38,Livingston,Toyota,RRFRJE,10
Sally Mills,162001763,Female,2.27,Livingston,Mercedes,J5BK4H,10
Sally Morrison,162001773,Female,2.04,Livingston,Toyota,DI9YBG,10
Sally Newman,162001788,Female,2.02,College Avenue,Mercedes,RNJ3O6,10
Sally Sharp,162001800,Female,2.29,Busch,Volvo,MOFSAL,10
Sally Springer,162001808,Female,2.07,Cook,Ford,211AB0,10
Sally Terry,162001809,Female,2.4,Livingston,Volvo,NIOMFW,10
Sally Vaughan,162001817,Female,2.3,Busch,Jeep,IKU1NW,10
Sally Wilkins,162001822,Female,2.4,Livingston,Honda,QDOBHF,10
Sam Buckland,162001861,Male,2.29,Douglass,Toyota,QDVTVW,10
Sam Churchill,162001872,Male,2.07,Livingston,BMW,QDTILM,10
Sam Edmunds,162001886,Male,2.05,Douglass,Chevrolet,ZJWVKO,10
Sam Kelly,162001916,Male,2.27,Busch,Ford,Q3RZ21,10
Sam Lewis,162001920,Male,2.48,Busch,Jeep,H7SENY,10
Sam MacDonald,162001921,Male,2,College Avenue,Audi,W9PQKB,10
Sam Poole,162001924,Male,2.3,Busch,Subaru,42NQBG,10
Samantha Arnold,162001949,Female,2.4,Busch,Mazda,NTTO4H,10
Samantha Bell,162001951,Female,2.37,Busch,Toyota,77VTLH,10
Samantha Cornish,162001959,Female,2.22,Livingston,BMW,2VSCUB,10
Samantha Davies,162001960,Female,2.3,Busch,Ford,2JVZER,10
Samantha Forsyth,162001984,Female,2.26,Busch,Mercedes,Z3RQ2I,10
Samantha Fraser,162001987,Female,2.42,Cook,Subaru,C1YTQC,10
Samantha Manning,162002005,Female,2.42,Livingston,Chevrolet,ZN2ICV,10
Samantha Oliver,162002009,Female,2.26,Livingston,Mazda,VVKENJ,10
Samantha Parr,162002017,Female,2.01,Livingston,Hyundai,SLA3QF,10
Samantha Sutherland,162002023,Female,2.18,Busch,Chevrolet,CYAZHA,10
Samantha Tucker,162002026,Female,2.13,Busch,Chevrolet,DU3VR0,10
Samantha Underwood,162002067,Female,2.08,Busch,Ford,ZQRPWV,10
Samantha White,162002069,Female,2.49,Cook,Audi,JZ9CE7,10
Sarah Bailey,162002085,Female,2.43,Livingston,Honda,F8XUKW,10
Sarah Buckland,162002095,Female,2.33,College Avenue,Honda,1TZL6L,10
Sarah Chapman,162002096,Female,2.08,College Avenue,Ford,SH2XXO,10
Sarah Jackson,162002099,Female,2.27,Livingston,Honda,IH6RE9,10
Sarah MacDonald,162002105,Female,2.39,Livingston,Ford,Q8XR38,10
Sarah Murray,162002110,Female,2.2,Livingston,Mazda,RYW2N4,10
Sarah Parsons,162002117,Female,2.31,Busch,Mercedes,QAG7OE,10
Sarah Paterson,162002141,Female,2.16,Livingston,Ford,ZKDCP8,10
Sarah Vaughan,162002145,Female,2.16,Busch,Honda,PLVOL6,10
Sean Avery,162002147,Male,2.16,Cook,Jeep,SXFYUE,10
Sean Bailey,162002183,Male,2.1,Douglass,Toyota,XK8IXB,10
Sean Churchill,162002190,Male,2.21,Busch,Honda,KHQ78F,10
Sean Greene,162002201,Male,2.48,Douglass,Toyota,R3TN55,10
Sean Hart,162002202,Male,2.34,Busch,Audi,SBSA9A,10
Sean Lewis,162002206,Male,2.15,Busch,Ford,64RE8U,10
Sean Parr,162002224,Male,2.03,Busch,Hyundai,1W77Z4,10
Sean Parsons,162002252,Male,2.24,Busch,Volvo,MMXVBU,10
Sean Payne,162002255,Male,2.43,Douglass,Ford,LPBAOD,10
Sean Poole,162002261,Male,2.4,Douglass,Subaru,QK5D97,10
Sean Robertson,162002270,Male,2.28,Douglass,Toyota,2X7KH3,10
Sean Terry,162002283,Male,2.06,Busch,Ford,HQ0P92,10
Sebastian Bower,162002302,Male,2.07,Livingston,Subaru,2KKULL,10
Sebastian Campbell,162002328,Male,2.08,Busch,Ford,G0129S,10
Sebastian Churchill,162002332,Male,2.47,Douglass,Subaru,7VIS7V,10
Sebastian Clarkson,162002367,Male,2.47,Busch,Volvo,PW4RZE,10
Sebastian Dowd,162002377,Male,2.44,College Avenue,Ford,1DTFTD,10
Sebastian Hill,162002380,Male,2.16,Busch,Hyundai,N8KPNS,10
Sebastian Hunter,162002390,Male,2.17,Busch,Subaru,6CVJII,10
Sebastian King,162002394,Male,1.04,Livingston,Toyota,HD3QB9,10
Sebastian Marshall,162002407,Male,1.04,Livingston,Hyundai,79JDOM,10
Sebastian Stewart,162002414,Male,1.63,College Avenue,Ford,HZR0GD,10
Sebastian Turner,162002418,Male,1.15,Busch,Subaru,541120,10
Sebastian Wallace,162002425,Male,1.29,College Avenue,Ford,MTYEJ3,10
Sebastian Wright,162002447,Male,1.49,Busch,Mazda,BDPDSJ,10
Simon Alsop,162002467,Male,1.21,Busch,Ford,B3VE4A,10
Simon Anderson,162002469,Male,1.24,Busch,Chevrolet,T8FECB,10
Simon Bailey,162002475,Male,1.71,College Avenue,Mercedes,0BK37M,10
Simon Churchill,162002489,Male,1.85,Busch,Ford,NDHVUC,10
Simon Graham,162002492,Male,1.68,Busch,Ford,JZSU4R,10
Simon Gray,162002495,Male,1.8,Busch,BMW,104K1Z,10
Simon Greene,162002506,Male,1.51,College Avenue,Toyota,JUH5SV,10
Simon Hunter,162002512,Male,1.55,Livingston,BMW,VRMN59,10
Simon Langdon,162002535,Male,1.77,Livingston,Hyundai,5E33U7,10
Simon Lawrence,162002540,Male,1.16,Busch,Ford,2793TU,10
Simon Metcalfe,162002563,Male,1.69,Busch,Ford,KDO3CX,10
Simon Mitchell,162002569,Male,1.94,Douglass,Hyundai,94LJIB,10
Simon Pullman,162002573,Male,1.61,Busch,Hyundai,ZBSCK0,10
Simon Robertson,162002580,Male,1.14,Busch,Mercedes,T2FAQB,10
Simon Ross,162002583,Male,1.1,Livingston,Ford,Q5HUCJ,10
Simon Sharp,162002596,Male,1.75,College Avenue,Jeep,VGHAZZ,10
Simon Underwood,162002608,Male,1.47,Cook,Toyota,MS5OLV,10
Simon Wilson,162002627,Male,1.91,Busch,Honda,LJQIG1,10
Simon Wright,162002641,Male,1.79,Livingston,Honda,A5WA19,10
Sonia Allan,162002648,Female,1.29,Busch,Ford,DHB1H1,10
Sonia Clark,162002655,Female,1.24,Douglass,Subaru,G4LE4D,10
Sonia Duncan,162002657,Female,1.19,College Avenue,Jeep,BKXCR0,10
Sonia Fisher,162002682,Female,1.6,Busch,Lamborghini,4G22SI,10
Sonia Mitchell,162002706,Female,1.43,Livingston,Honda,DFZ061,10
Sonia Ogden,162002713,Female,1.14,Busch,Subaru,ZONK57,10
Sonia Piper,162002718,Female,1.75,Busch,Hyundai,KKC60T,10
Sonia Randall,162002729,Female,1.01,Busch,Mercedes,WOF7ZU,10
Sonia Rutherford,162002741,Female,1.18,College Avenue,Mazda,I0EW4B,10
Sonia Walsh,162002761,Female,1.02,Busch,Volvo,TAP6W7,10
Sonia Young,162002770,Female,1.05,Cook,Chevrolet,BCL5C9,10
Sophie Carr,162002781,Female,1.18,Livingston,Honda,VYFJEG,10
Sophie Churchill,162002795,Female,1.31,College Avenue,Hyundai,RK6LPQ,10
Sophie Edmunds,162002822,Female,1.19,College Avenue,Subaru,ZTY3YC,10
Sophie Ince,162002842,Female,1.93,College Avenue,Mazda,0HTNSP,10
Sophie Morgan,162002846,Female,1.83,Busch,Hyundai,WFY9OJ,10
Sophie Nash,162002847,Female,1.3,Cook,Chevrolet,LOMSHJ,10
Sophie Nolan,162002857,Female,1.99,Busch,Honda,TIXTUD,10
Sophie Springer,162002891,Female,1.91,Livingston,Honda,V3XX8M,10
Sophie Taylor,162002898,Female,1.11,Busch,Hyundai,SOM2OV,10
Sophie Thomson,162002916,Female,1.49,Livingston,Ford,W5KX46,10
Sophie Turner,162002935,Female,1.67,Busch,Honda,YBHCHC,10
Sophie Welch,162002971,Female,1.46,Cook,Mazda,KZ1DXX,10
Stephanie Carr,162002984,Female,1.97,Busch,Ford,VOY5KB,10
Stephanie Churchill,162002986,Female,1.6,College Avenue,Lamborghini,7T28EM,10
Stephanie Forsyth,162003012,Female,1.56,Busch,Subaru,QHFINB,10
Stephanie Gray,162003013,Female,1.61,Douglass,Mazda,H28FO2,10
Stephanie Hardacre,162003029,Female,1.23,Busch,Ford,9PUU6G,10
Stephanie Hemmings,162003031,Female,1.81,Busch,Subaru,SRQEMS,10
Stephanie Johnston,162003040,Female,1.17,Busch,Chevrolet,MRRRTO,10
Stephanie MacLeod,162003050,Female,1.76,Cook,Subaru,KNRQSF,10
Stephanie Martin,162003065,Female,1.18,Busch,Chevrolet,2UH9VN,10
Stephanie Oliver,162003074,Female,1.5,Busch,Ford,2XA00I,10
Stephanie Payne,162003087,Female,1.8,Douglass,Subaru,KFGCU7,10
Stephanie Reid,162003100,Female,1.85,Douglass,Chevrolet,V4MVH1,10
Stephanie Vaughan,162003104,Female,1.94,Douglass,Hyundai,7WFFZD,10
Stephanie Welch,162003110,Female,1.5,Busch,Toyota,851ACJ,10
Stephen Bailey,162003130,Male,1.52,Busch,Mazda,5UOVVI,10
Stephen Brown,162003131,Male,1.62,Busch,Mercedes,YQN3GS,10
Stephen Carr,162003151,Male,1.77,College Avenue,Chevrolet,WBOX4X,10
Stephen Clark,162003153,Male,1.02,Busch,Hyundai,NI0SHC,10
Stephen Ellison,162003166,Male,1.12,College Avenue,Audi,YNA8JQ,10
Stephen Forsyth,162003176,Male,1.11,Busch,Audi,DWR452,10
Stephen McLean,162003190,Male,1.86,Busch,Ford,OHCFRR,10
Stephen Nolan,162003194,Male,1.65,Busch,Hyundai,OZ3IEN,10
Stephen Powell,162003196,Male,1.95,Douglass,Toyota,KTVBRJ,10
Stephen Sanderson,162003207,Male,1.67,Busch,Toyota,KOORYR,10
Steven Blake,162003209,Male,1.15,Douglass,Honda,GCPTIY,10
Steven Chapman,162003215,Male,1.98,Busch,Chevrolet,DUUMHZ,10
Steven Ellison,162003229,Male,1.44,Busch,Honda,409KJK,10
Steven Fisher,162003245,Male,1.12,Livingston,Toyota,5ZQY54,10
Steven Gill,163001259,Male,1.25,Busch,Toyota,DNS69X,10
Steven Graham,163001264,Male,1.86,Douglass,Ford,W7XVKS,10
Steven Greene,163001306,Male,1.39,Cook,Ford,SB0STT,10
Steven Jackson,163001309,Male,1.08,Busch,Audi,YCALU7,10
Steven Lyman,163001311,Male,1.47,Douglass,Ford,E09K20,10
Steven Mackenzie,163001324,Male,1.34,Busch,Ford,FPD6NU,10
Steven McGrath,163001344,Male,1.3,Busch,Ford,HASVQ2,10
Steven North,163001349,Male,1.36,Cook,Mercedes,P37WVO,10
Steven Powell,163001356,Male,1.6,Livingston,Mercedes,8UVOH7,10
Steven Rampling,163001375,Male,1.16,Livingston,Honda,BM6WMT,10
Stewart Allan,163001381,Male,1,Busch,Chevrolet,08R18L,10
Stewart Chapman,163001382,Male,1.5,Busch,Ford,34GL71,10
Stewart Dyer,163001397,Male,1.11,Livingston,Ford,Y7IDP8,10
Stewart Ellison,163001433,Male,1.22,Busch,Hyundai,L6ZCKT,10
Stewart Jones,163001434,Male,1.4,Busch,Honda,I1XN72,10
Stewart Mills,163001438,Male,1.85,Douglass,Toyota,NHCHHX,10
Stewart Newman,163001449,Male,1.14,Busch,Toyota,11P9UJ,10
Stewart Paige,163001451,Male,1.07,Busch,Chevrolet,KN9K5M,10
Stewart Poole,163001474,Male,1.02,Busch,Chevrolet,0FI5RD,10
Stewart Reid,163001493,Male,1.24,Livingston,Ford,CUFJNJ,10
Stewart Wallace,163001496,Male,1.7,Livingston,Toyota,EZPD2O,10
Sue Abraham,163001508,Female,1.36,Livingston,Hyundai,3G18DC,10
Sue Berry,163001545,Female,1.65,Busch,Jeep,RBS5GE,10
Sue Carr,163001546,Female,1.4,Busch,Chevrolet,N37IFE,10
Sue Harris,163001570,Female,1.21,Cook,Ford,849N9Y,10
Sue Lyman,163001584,Female,1.44,Livingston,Audi,T1A7CY,10
Sue Newman,163001589,Female,1.67,Douglass,Honda,60VBC7,10
Sue Pullman,163001593,Female,1.22,Livingston,Ford,7SWQP4,10
Sue Springer,163001598,Female,1.84,College Avenue,Honda,JLGQD8,10
Sue Underwood,163001602,Female,1.88,Busch,Jeep,ZKX8X1,10
Sue Vance,163001611,Female,1.62,College Avenue,BMW,O97MC3,10
Sue Welch,163001618,Female,1.9,Busch,Honda,NP4XOY,10
Theresa Ellison,163001622,Female,1.61,Busch,Subaru,9QJBR6,10
Theresa Greene,163001625,Female,1.23,College Avenue,Chevrolet,1G5TRP,10
Theresa Howard,163001629,Female,1.63,Busch,Subaru,8DA873,10
Theresa Jackson,163001637,Female,1.3,Busch,Ford,1QWWUQ,10
Theresa Johnston,163001638,Female,1.78,Douglass,Mazda,GLGSGO,10
Theresa Kelly,163001639,Female,1.72,Busch,Toyota,QPSPOK,10
Theresa Manning,163001642,Female,1.99,Busch,Toyota,9MKHBY,10
Theresa McDonald,163001654,Female,1.42,Cook,Subaru,2IN246,10
Theresa Peake,163001655,Female,1.52,College Avenue,Chevrolet,PJ04UG,10
Theresa Vance,163001669,Female,1.64,Busch,Honda,W8K9TT,10
Theresa Wallace,163001673,Female,1.31,Livingston,Ford,7KY7Y7,10
Thomas Blake,163001689,Male,1.89,Busch,Subaru,JCJV42,10
Thomas Hodges,163001692,Male,1.64,Livingston,Volvo,W433HN,10
Thomas Jackson,163001752,Male,1.06,Busch,Chevrolet,2E0H0M,10
Thomas Lambert,163001754,Male,1.49,Busch,Honda,OPS9Z1,10
Thomas McLean,163001761,Male,1.16,Douglass,Chevrolet,NNNUR5,10
Thomas Paterson,163001764,Male,1.49,Cook,Ford,JIS5JF,10
Thomas Peake,163001781,Male,1.11,College Avenue,Toyota,3O53NR,10
Thomas Sanderson,163001785,Male,1.91,Douglass,Toyota,8BFZRX,10
Thomas Simpson,163001813,Male,1.07,Busch,Toyota,R0CAJ5,10
Thomas Walker,163001820,Male,2,Cook,Honda,FGYADX,10
Tim Berry,163001831,Male,1.61,Busch,Honda,1IM92G,10
Tim Bond,163001836,Male,1.25,Busch,Audi,22CQ1Z,10
Tim Dowd,163001837,Male,1.51,Douglass,Toyota,5AVQOL,10
Tim Ferguson,163001839,Male,1.57,Busch,Toyota,JBUA8R,10
Tim Fisher,163001852,Male,1.03,Livingston,Honda,JBTI5M,10
Tim Jones,163001858,Male,1.16,Livingston,Jeep,1DO77Z,10
Tim Mathis,163001862,Male,1.51,Cook,Toyota,Z2PBK1,10
Tim May,163001894,Male,1.85,Busch,Ford,DZVH2G,10
Tim Parr,163001915,Male,1.57,Busch,Hyundai,JAZZT0,10
Tim Parsons,163001918,Male,1.72,Busch,Chevrolet,TCZ0CE,10
Tim Paterson,163001919,Male,1.81,Livingston,Honda,I0OJPS,10
Tim Randall,163001933,Male,1.77,Busch,Honda,3MXEUI,10
Tim Reid,163001939,Male,1.34,Busch,Hyundai,PHX5JY,10
Tim Thomson,163001958,Male,1.93,Busch,Audi,02MGCT,10
Tim Walsh,163001962,Male,1.98,College Avenue,Honda,F7OABR,10
